,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,Common,Crossover,Exotic,Factory Tuner,Hatchback,High-Performance,Hybrid,Luxury,Performance,City Preference,Highway Preference,Vehicle_Title_Partial
6343,Kia,Sorento,2016,gasoline,290,6,AUTOMATIC,FWD,4,Midsize,SUV,26,18,1720,38300,False,True,False,False,False,False,False,False,False,False,True,2016 Kia Sorento SUV
6358,Kia,Sorento,2017,gasoline,185,4,AUTOMATIC,AWD,4,Midsize,SUV,25,21,1720,28500,False,True,False,False,False,False,False,False,False,False,True,2017 Kia Sorento SUV
6371,Kia,Soul EV,2015,electric,201,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,35700,True,False,False,False,False,False,False,False,False,True,False,2015 Kia Soul EV Wagon
6373,Kia,Soul EV,2016,electric,201,0,DIRECT_DRIVE,FWD,4,Compact,Wagon,92,120,1720,33950,True,False,False,False,False,False,False,False,False,True,False,2016 Kia Soul EV Wagon
6376,Kia,Soul,2014,gasoline,130,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,16900,True,False,False,False,False,False,False,False,False,True,False,2014 Kia Soul Wagon
6380,Kia,Soul,2015,gasoline,130,4,MANUAL,FWD,4,Compact,Wagon,30,24,1720,15190,True,False,False,False,False,False,False,False,False,True,False,2015 Kia Soul Wagon
6384,Kia,Soul,2016,gasoline,130,4,AUTOMATIC,FWD,4,Compact,Wagon,30,24,1720,17400,True,False,False,False,False,False,False,False,False,True,False,2016 Kia Soul Wagon
6388,Chevrolet,Spark EV,2014,electric,140,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,109,128,1385,26685,False,False,False,False,True,False,False,False,False,True,False,2014 Chevrolet Spark EV Hatchback
6390,Chevrolet,Spark EV,2015,electric,140,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,109,128,1385,25170,False,False,False,False,True,False,False,False,False,True,False,2015 Chevrolet Spark EV Hatchback
6392,Chevrolet,Spark EV,2016,electric,140,0,DIRECT_DRIVE,FWD,4,Compact,Hatchback,109,128,1385,25510,False,False,False,False,True,False,False,False,False,True,False,2016 Chevrolet Spark EV Hatchback
6394,Chevrolet,Spark,2015,gasoline,84,4,MANUAL,FWD,4,Compact,Hatchback,39,31,1385,14040,False,False,False,False,True,False,False,False,False,True,False,2015 Chevrolet Spark Hatchback
6400,Chevrolet,Spark,2016,gasoline,98,4,MANUAL,FWD,4,Compact,Hatchback,41,30,1385,14685,False,False,False,False,True,False,False,False,False,True,False,2016 Chevrolet Spark Hatchback
6406,Chevrolet,Spark,2017,gasoline,98,4,MANUAL,FWD,4,Compact,Hatchback,38,29,1385,16325,False,False,False,False,True,False,False,False,False,True,False,2017 Chevrolet Spark Hatchback
6412,Kia,Sportage,2015,gasoline,182,4,AUTOMATIC,FWD,4,Compact,SUV,28,21,1720,21900,False,True,False,False,False,False,False,False,False,False,True,2015 Kia Sportage SUV
6418,Kia,Sportage,2016,gasoline,182,4,AUTOMATIC,AWD,4,Compact,SUV,26,19,1720,23650,False,True,False,False,False,False,False,False,False,False,True,2016 Kia Sportage SUV
6424,Kia,Sportage,2017,gasoline,181,4,AUTOMATIC,AWD,4,Compact,SUV,25,21,1720,27000,False,True,False,False,False,False,False,False,False,False,True,2017 Kia Sportage SUV
6430,Audi,SQ5,2015,gasoline,354,6,AUTOMATIC,AWD,4,Midsize,SUV,24,17,3105,52700,False,True,False,True,False,True,False,True,False,False,True,2015 Audi SQ5 SUV
6432,Audi,SQ5,2016,gasoline,354,6,AUTOMATIC,AWD,4,Midsize,SUV,24,17,3105,53300,False,True,False,True,False,False,False,True,True,False,True,2016 Audi SQ5 SUV
6434,Audi,SQ5,2017,gasoline,354,6,AUTOMATIC,AWD,4,Midsize,SUV,24,17,3105,60800,False,True,False,True,False,False,False,True,True,False,True,2017 Audi SQ5 SUV
6436,Dodge,SRT Viper,2013,gasoline,640,10,MANUAL,RWD,2,Compact,Coupe,19,12,1851,97395,False,False,True,False,False,True,False,False,False,False,True,2013 Dodge SRT Viper Coupe
6438,Dodge,SRT Viper,2014,gasoline,640,10,MANUAL,RWD,2,Compact,Coupe,19,12,1851,107385,False,False,True,False,False,True,False,False,False,False,True,2014 Dodge SRT Viper Coupe
6440,Cadillac,SRX,2014,gasoline,308,6,AUTOMATIC,AWD,4,Midsize,SUV,23,16,1624,48065,False,True,False,False,False,False,False,True,False,False,True,2014 Cadillac SRX SUV
6447,Cadillac,SRX,2015,gasoline,308,6,AUTOMATIC,FWD,4,Midsize,SUV,24,17,1624,48920,False,True,False,False,False,False,False,True,False,False,True,2015 Cadillac SRX SUV
6454,Cadillac,SRX,2016,gasoline,308,6,AUTOMATIC,FWD,4,Midsize,SUV,24,17,1624,37605,False,True,False,False,False,False,False,True,False,False,True,2016 Cadillac SRX SUV
6461,Chevrolet,SS,2014,gasoline,415,8,AUTOMATIC,RWD,4,Large,Sedan,21,14,1385,43475,False,False,False,False,False,True,False,False,False,False,True,2014 Chevrolet SS Sedan
6462,Chevrolet,SS,2015,gasoline,415,8,AUTOMATIC,RWD,4,Large,Sedan,21,14,1385,45745,False,False,False,False,False,True,False,False,False,False,True,2015 Chevrolet SS Sedan
6463,Chevrolet,SS,2016,gasoline,415,8,AUTOMATIC,RWD,4,Large,Sedan,20,14,1385,46575,False,False,False,False,False,True,False,False,False,False,True,2016 Chevrolet SS Sedan
6464,Cadillac,STS,2010,gasoline,302,6,AUTOMATIC,RWD,4,Large,Sedan,27,18,1624,55945,False,False,False,False,False,False,False,True,True,False,True,2010 Cadillac STS Sedan
6469,Cadillac,STS,2011,gasoline,302,6,AUTOMATIC,RWD,4,Large,Sedan,27,18,1624,47280,False,False,False,False,False,False,False,True,False,False,True,2011 Cadillac STS Sedan
6472,Chevrolet,Suburban,2015,flex-fuel,355,8,AUTOMATIC,RWD,4,Large,SUV,23,16,1385,54205,False,False,False,False,False,False,False,False,False,False,True,2015 Chevrolet Suburban SUV
6478,Chevrolet,Suburban,2016,flex-fuel,355,8,AUTOMATIC,RWD,4,Large,SUV,23,16,1385,54730,False,False,False,False,False,False,False,False,True,False,True,2016 Chevrolet Suburban SUV
6484,Chevrolet,Suburban,2017,flex-fuel,355,8,AUTOMATIC,4WD,4,Large,SUV,22,15,1385,58045,False,False,False,False,False,False,False,False,True,False,True,2017 Chevrolet Suburban SUV
6490,Bentley,Supersports Convertible ISR,2013,flex-fuel,631,12,AUTOMATIC,AWD,2,Midsize,Convertible,19,12,520,291900,False,False,True,True,False,True,False,True,False,False,True,2013 Bentley Supersports Convertible ISR Convertible
6491,Suzuki,SX4,2011,gasoline,150,4,MANUAL,FWD,4,Compact,Hatchback,30,22,481,16599,False,True,False,False,True,False,False,False,False,True,False,2011 Suzuki SX4 Hatchback
6492,Suzuki,SX4,2011,gasoline,148,4,AUTOMATIC,AWD,4,Compact,Hatchback,29,23,481,19349,False,True,False,False,True,False,False,False,False,True,False,2011 Suzuki SX4 Hatchback
6493,Suzuki,SX4,2011,gasoline,148,4,AUTOMATIC,FWD,4,Compact,Sedan,30,23,481,17099,True,False,False,False,False,False,False,False,False,True,False,2011 Suzuki SX4 Sedan
6496,Suzuki,SX4,2011,gasoline,150,4,MANUAL,FWD,4,Compact,Sedan,32,23,481,16479,True,False,False,False,False,False,False,False,False,True,False,2011 Suzuki SX4 Sedan
6505,Suzuki,SX4,2012,gasoline,150,4,MANUAL,FWD,4,Compact,Hatchback,30,22,481,16799,False,True,False,False,True,False,False,False,False,True,False,2012 Suzuki SX4 Hatchback
6506,Suzuki,SX4,2012,gasoline,148,4,AUTOMATIC,AWD,4,Compact,Hatchback,29,23,481,18875,False,True,False,False,True,False,False,False,False,True,False,2012 Suzuki SX4 Hatchback
6509,Suzuki,SX4,2012,gasoline,148,4,AUTOMATIC,FWD,4,Compact,Sedan,32,25,481,18199,True,False,False,False,False,False,False,False,False,True,False,2012 Suzuki SX4 Sedan
6511,Suzuki,SX4,2012,gasoline,150,4,MANUAL,FWD,4,Compact,Sedan,33,23,481,13699,True,False,False,False,False,False,False,False,False,True,False,2012 Suzuki SX4 Sedan
6516,Suzuki,SX4,2013,gasoline,150,4,MANUAL,AWD,4,Compact,Hatchback,30,22,481,19349,False,True,False,False,True,False,False,False,False,True,False,2013 Suzuki SX4 Hatchback
6518,Suzuki,SX4,2013,gasoline,148,4,AUTOMATIC,AWD,4,Compact,Hatchback,29,23,481,19175,False,True,False,False,True,False,False,False,False,True,False,2013 Suzuki SX4 Hatchback
6519,Suzuki,SX4,2013,gasoline,148,4,AUTOMATIC,FWD,4,Compact,Sedan,32,25,481,17849,True,False,False,False,False,False,False,False,False,True,False,2013 Suzuki SX4 Sedan
6523,Suzuki,SX4,2013,gasoline,150,4,MANUAL,FWD,4,Compact,Sedan,33,23,481,15845,True,False,False,False,False,False,False,False,False,True,False,2013 Suzuki SX4 Sedan
6524,Toyota,Tacoma,2015,gasoline,236,6,MANUAL,4WD,4,Compact,Pickup,19,15,2031,27355,True,False,False,False,False,False,False,False,False,False,True,2015 Toyota Tacoma Pickup
6525,Toyota,Tacoma,2015,gasoline,159,4,AUTOMATIC,RWD,4,Compact,Pickup,24,19,2031,23075,True,False,False,False,False,False,False,False,False,False,True,2015 Toyota Tacoma Pickup
6543,Toyota,Tacoma,2016,gasoline,159,4,MANUAL,4WD,4,Compact,Pickup,21,19,2031,25185,True,False,False,False,False,False,False,False,False,False,True,2016 Toyota Tacoma Pickup
6544,Toyota,Tacoma,2016,gasoline,278,6,AUTOMATIC,4WD,4,Compact,Pickup,23,18,2031,29275,True,False,False,False,False,False,False,False,False,False,True,2016 Toyota Tacoma Pickup
6572,Toyota,Tacoma,2017,gasoline,278,6,AUTOMATIC,4WD,4,Compact,Pickup,23,18,2031,35315,True,False,False,False,False,False,False,False,False,False,True,2017 Toyota Tacoma Pickup
6604,Chevrolet,Tahoe Hybrid,2011,gasoline,332,8,AUTOMATIC,RWD,4,Large,SUV,23,20,1385,51145,False,False,False,False,False,False,True,False,False,False,True,2011 Chevrolet Tahoe Hybrid SUV
6606,Chevrolet,Tahoe Hybrid,2012,gasoline,332,8,AUTOMATIC,4WD,4,Large,SUV,23,20,1385,54775,False,False,False,False,False,False,True,False,False,False,True,2012 Chevrolet Tahoe Hybrid SUV
6608,Chevrolet,Tahoe Hybrid,2013,gasoline,332,8,AUTOMATIC,4WD,4,Large,SUV,23,20,1385,56425,False,False,False,False,False,False,True,True,False,False,True,2013 Chevrolet Tahoe Hybrid SUV
6610,Chevrolet,Tahoe,2015,flex-fuel,355,8,AUTOMATIC,4WD,4,Large,SUV,22,16,1385,54505,False,False,False,False,False,False,False,False,False,False,True,2015 Chevrolet Tahoe SUV
6616,Chevrolet,Tahoe,2016,flex-fuel,355,8,AUTOMATIC,4WD,4,Large,SUV,22,16,1385,64740,False,False,False,False,False,False,False,False,True,False,True,2016 Chevrolet Tahoe SUV
6622,Chevrolet,Tahoe,2017,flex-fuel,355,8,AUTOMATIC,4WD,4,Large,SUV,22,16,1385,50215,False,False,False,False,False,False,False,False,True,False,True,2017 Chevrolet Tahoe SUV
6628,Ford,Taurus,2015,flex-fuel,288,6,AUTOMATIC,FWD,4,Large,Sedan,29,19,5657,29485,False,False,False,False,False,False,False,False,True,False,True,2015 Ford Taurus Sedan
6630,Ford,Taurus,2015,gasoline,365,6,AUTOMATIC,AWD,4,Large,Sedan,25,17,5657,40220,False,False,False,True,False,True,False,False,False,False,True,2015 Ford Taurus Sedan
6634,Ford,Taurus,2016,flex-fuel,288,6,AUTOMATIC,FWD,4,Large,Sedan,27,18,5657,29540,False,False,False,False,False,False,False,False,True,False,True,2016 Ford Taurus Sedan
6638,Ford,Taurus,2016,gasoline,365,6,AUTOMATIC,AWD,4,Large,Sedan,24,16,5657,40275,False,False,False,True,False,True,False,False,False,False,True,2016 Ford Taurus Sedan
6640,Ford,Taurus,2017,flex-fuel,288,6,AUTOMATIC,FWD,4,Large,Sedan,27,18,5657,36855,False,False,False,False,False,False,False,False,True,False,True,2017 Ford Taurus Sedan
6642,Ford,Taurus,2017,gasoline,365,6,AUTOMATIC,AWD,4,Large,Sedan,24,16,5657,42520,False,False,False,True,False,True,False,False,False,False,True,2017 Ford Taurus Sedan
6646,GMC,Terrain,2015,gasoline,182,4,AUTOMATIC,FWD,4,Compact,SUV,32,22,549,24070,False,True,False,False,False,False,False,False,False,True,False,2015 GMC Terrain SUV
6657,GMC,Terrain,2016,gasoline,182,4,AUTOMATIC,FWD,4,Compact,SUV,32,22,549,28300,False,True,False,False,False,False,False,False,False,True,False,2016 GMC Terrain SUV
6666,GMC,Terrain,2017,gasoline,182,4,AUTOMATIC,AWD,4,Compact,SUV,28,20,549,29050,False,True,False,False,False,False,False,False,False,False,True,2017 GMC Terrain SUV
6675,Volkswagen,Tiguan,2015,gasoline,200,4,AUTOMATIC,AWD,4,Compact,SUV,26,20,873,30225,False,True,False,False,False,False,False,False,False,False,True,2015 Volkswagen Tiguan SUV
6685,Volkswagen,Tiguan,2016,gasoline,200,4,AUTOMATIC,FWD,4,Compact,SUV,26,21,873,24890,False,True,False,False,False,False,False,False,False,False,True,2016 Volkswagen Tiguan SUV
6693,Volkswagen,Tiguan,2017,gasoline,200,4,AUTOMATIC,FWD,4,Compact,SUV,24,20,873,30095,False,True,False,False,False,False,False,False,False,False,True,2017 Volkswagen Tiguan SUV
6701,Nissan,Titan,2014,gasoline,317,8,AUTOMATIC,4WD,4,Large,Pickup,17,12,2009,39780,False,False,False,False,False,False,False,False,False,False,True,2014 Nissan Titan Pickup
6715,Nissan,Titan,2015,gasoline,317,8,AUTOMATIC,RWD,4,Large,Pickup,18,13,2009,41160,False,False,False,False,False,False,False,False,False,False,True,2015 Nissan Titan Pickup
6727,Nissan,Titan,2017,gasoline,390,8,AUTOMATIC,RWD,4,Large,Pickup,21,15,2009,37670,True,False,False,False,False,False,False,False,False,False,True,2017 Nissan Titan Pickup
6736,Acura,TL,2012,gasoline,305,6,AUTOMATIC,AWD,4,Midsize,Sedan,26,18,204,42985,False,False,False,False,False,False,False,True,True,False,True,2012 Acura TL Sedan
6743,Acura,TL,2013,gasoline,280,6,AUTOMATIC,FWD,4,Midsize,Sedan,29,20,204,39635,False,False,False,False,False,False,False,True,True,False,True,2013 Acura TL Sedan
6746,Acura,TL,2013,gasoline,305,6,MANUAL,AWD,4,Midsize,Sedan,25,17,204,43185,False,False,False,False,False,False,False,True,True,False,True,2013 Acura TL Sedan
6751,Acura,TL,2014,gasoline,280,6,AUTOMATIC,FWD,4,Midsize,Sedan,29,20,204,37530,False,False,False,False,False,False,False,True,True,False,True,2014 Acura TL Sedan
6753,Acura,TL,2014,gasoline,305,6,MANUAL,AWD,4,Midsize,Sedan,25,17,204,43310,False,False,False,False,False,False,False,True,True,False,True,2014 Acura TL Sedan
6759,Acura,TLX,2015,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,Sedan,31,21,204,41575,False,False,False,False,False,False,False,True,False,False,True,2015 Acura TLX Sedan
6760,Acura,TLX,2015,gasoline,206,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,35,24,204,35500,False,False,False,False,False,False,False,True,False,True,False,2015 Acura TLX Sedan
6766,Acura,TLX,2016,gasoline,290,6,AUTOMATIC,AWD,4,Midsize,Sedan,31,21,204,41575,False,False,False,False,False,False,False,True,False,False,True,2016 Acura TLX Sedan
6769,Acura,TLX,2016,gasoline,206,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,35,24,204,35750,False,False,False,False,False,False,False,True,False,True,False,2016 Acura TLX Sedan
6773,Acura,TLX,2017,gasoline,290,6,AUTOMATIC,FWD,4,Midsize,Sedan,34,21,204,42600,False,False,False,False,False,False,False,True,False,False,True,2017 Acura TLX Sedan
6774,Acura,TLX,2017,gasoline,206,4,AUTOMATED_MANUAL,FWD,4,Midsize,Sedan,35,24,204,35950,False,False,False,False,False,False,False,True,False,True,False,2017 Acura TLX Sedan
6780,Volkswagen,Touareg,2015,diesel,240,6,AUTOMATIC,AWD,4,Midsize,SUV,29,20,873,62200,False,True,False,False,False,False,False,False,False,False,True,2015 Volkswagen Touareg SUV
6782,Volkswagen,Touareg,2015,gasoline,280,6,AUTOMATIC,AWD,4,Midsize,SUV,23,17,873,53170,False,True,False,False,False,False,False,False,True,False,True,2015 Volkswagen Touareg SUV
6788,Volkswagen,Touareg,2016,gasoline,280,6,AUTOMATIC,AWD,4,Midsize,SUV,23,17,873,51450,False,True,False,False,False,False,False,False,True,False,True,2016 Volkswagen Touareg SUV
6790,Volkswagen,Touareg,2016,diesel,240,6,AUTOMATIC,AWD,4,Midsize,SUV,29,21,873,54950,False,True,False,False,False,False,False,False,False,False,True,2016 Volkswagen Touareg SUV
6795,Volkswagen,Touareg,2017,gasoline,280,6,AUTOMATIC,AWD,4,Midsize,SUV,23,17,873,49495,False,True,False,False,False,False,False,False,False,False,True,2017 Volkswagen Touareg SUV
6798,Chrysler,Town and Country,2014,flex-fuel,283,6,AUTOMATIC,FWD,4,Midsize,Minivan,25,17,1013,32995,False,False,False,False,False,False,False,False,False,False,True,2014 Chrysler Town and Country Minivan
6802,Chrysler,Town and Country,2015,flex-fuel,283,6,AUTOMATIC,FWD,4,Midsize,Minivan,25,17,1013,29995,False,False,False,False,False,False,False,False,False,False,True,2015 Chrysler Town and Country Minivan
6808,Chrysler,Town and Country,2016,flex-fuel,283,6,AUTOMATIC,FWD,4,Midsize,Minivan,25,17,1013,35845,False,False,False,False,False,False,False,False,False,False,True,2016 Chrysler Town and Country Minivan
6815,Lincoln,Town Car,2010,flex-fuel,239,8,AUTOMATIC,RWD,4,Large,Sedan,24,16,61,52595,False,False,False,False,False,False,False,True,False,False,True,2010 Lincoln Town Car Sedan
6817,Lincoln,Town Car,2011,flex-fuel,239,8,AUTOMATIC,RWD,4,Large,Sedan,24,16,61,47225,False,False,False,False,False,False,False,True,False,False,True,2011 Lincoln Town Car Sedan
6821,Ford,Transit Connect,2015,gasoline,169,4,AUTOMATIC,FWD,4,Compact,Minivan,28,20,5657,26710,True,False,False,False,False,False,False,False,False,False,True,2015 Ford Transit Connect Minivan
6836,Ford,Transit Connect,2016,gasoline,169,4,AUTOMATIC,FWD,4,Compact,Minivan,29,21,5657,22675,True,False,False,False,False,False,False,False,False,False,True,2016 Ford Transit Connect Minivan
6851,Ford,Transit Connect,2017,flex-fuel,169,4,AUTOMATIC,FWD,4,Compact,Minivan,27,20,5657,23900,True,False,False,False,False,False,False,False,False,False,True,2017 Ford Transit Connect Minivan
6867,Chevrolet,Traverse,2015,gasoline,288,6,AUTOMATIC,AWD,4,Midsize,SUV,23,16,1385,43935,False,True,False,False,False,False,False,False,False,False,True,2015 Chevrolet Traverse SUV
6875,Chevrolet,Traverse,2016,gasoline,288,6,AUTOMATIC,AWD,4,Midsize,SUV,22,15,1385,44145,False,True,False,False,False,False,False,False,False,False,True,2016 Chevrolet Traverse SUV
6884,Chevrolet,Traverse,2017,gasoline,281,6,AUTOMATIC,AWD,4,Midsize,SUV,22,15,1385,38650,False,True,False,False,False,False,False,False,False,False,True,2017 Chevrolet Traverse SUV
6893,Chevrolet,Trax,2015,gasoline,138,4,AUTOMATIC,FWD,4,Compact,SUV,34,26,1385,25030,False,True,False,False,False,False,False,False,False,True,False,2015 Chevrolet Trax SUV
6901,Chevrolet,Trax,2016,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,31,24,1385,24145,False,True,False,False,False,False,False,False,False,True,False,2016 Chevrolet Trax SUV
6909,Chevrolet,Trax,2017,gasoline,138,4,AUTOMATIC,AWD,4,Compact,SUV,30,24,1385,24400,False,True,False,False,False,False,False,False,False,True,False,2017 Chevrolet Trax SUV
6915,Subaru,Tribeca,2012,gasoline,256,6,AUTOMATIC,AWD,4,Midsize,SUV,21,16,640,35895,False,True,False,False,False,False,False,False,False,False,True,2012 Subaru Tribeca SUV
6918,Subaru,Tribeca,2013,gasoline,256,6,AUTOMATIC,AWD,4,Midsize,SUV,21,16,640,32595,False,True,False,False,False,False,False,False,False,False,True,2013 Subaru Tribeca SUV
6919,Subaru,Tribeca,2014,gasoline,256,6,AUTOMATIC,AWD,4,Midsize,SUV,21,16,640,34095,False,True,False,False,False,False,False,False,False,False,True,2014 Subaru Tribeca SUV
6920,Mazda,Tribute,2010,gasoline,171,4,AUTOMATIC,AWD,4,Compact,SUV,26,20,586,24200,False,True,False,False,False,False,False,False,False,False,True,2010 Mazda Tribute SUV
6926,Mazda,Tribute,2010,flex-fuel,240,6,AUTOMATIC,FWD,4,Compact,SUV,25,19,586,27165,False,True,False,False,False,False,False,False,False,False,True,2010 Mazda Tribute SUV
6929,Mazda,Tribute,2011,gasoline,171,4,AUTOMATIC,FWD,4,Compact,SUV,28,21,586,25700,False,True,False,False,False,False,False,False,False,False,True,2011 Mazda Tribute SUV
6932,Mazda,Tribute,2011,flex-fuel,240,6,AUTOMATIC,AWD,4,Compact,SUV,23,18,586,29065,False,True,False,False,False,False,False,False,False,False,True,2011 Mazda Tribute SUV
6938,Acura,TSX Sport Wagon,2012,gasoline,201,4,AUTOMATIC,FWD,4,Midsize,Wagon,30,22,204,35010,False,False,False,False,False,False,False,True,False,True,False,2012 Acura TSX Sport Wagon Wagon
6940,Acura,TSX Sport Wagon,2013,gasoline,201,4,AUTOMATIC,FWD,4,Midsize,Wagon,30,22,204,35510,False,False,False,False,False,False,False,True,False,True,False,2013 Acura TSX Sport Wagon Wagon
6942,Acura,TSX Sport Wagon,2014,gasoline,201,4,AUTOMATIC,FWD,4,Midsize,Wagon,30,22,204,35635,False,False,False,False,False,False,False,True,False,True,False,2014 Acura TSX Sport Wagon Wagon
6944,Acura,TSX,2012,gasoline,201,4,AUTOMATIC,FWD,4,Midsize,Sedan,31,22,204,30010,False,False,False,False,False,False,False,True,False,True,False,2012 Acura TSX Sedan
6950,Acura,TSX,2013,gasoline,201,4,AUTOMATIC,FWD,4,Midsize,Sedan,31,22,204,30510,False,False,False,False,False,False,False,True,False,True,False,2013 Acura TSX Sedan
6955,Acura,TSX,2014,gasoline,201,4,MANUAL,FWD,4,Midsize,Sedan,29,21,204,31635,False,False,False,False,False,False,False,True,False,False,True,2014 Acura TSX Sedan
6960,Audi,TT RS,2012,gasoline,360,5,MANUAL,AWD,2,Compact,Coupe,25,18,3105,56850,False,False,False,True,False,True,False,True,False,False,True,2012 Audi TT RS Coupe
6961,Audi,TT RS,2013,gasoline,360,5,MANUAL,AWD,2,Compact,Coupe,25,18,3105,57200,False,False,False,True,False,True,False,True,False,False,True,2013 Audi TT RS Coupe
6962,Audi,TT,2015,gasoline,211,4,AUTOMATED_MANUAL,AWD,2,Compact,Convertible,31,22,3105,43350,False,False,False,False,False,False,False,True,False,True,False,2015 Audi TT Convertible
6963,Audi,TT,2015,gasoline,211,4,AUTOMATED_MANUAL,AWD,2,Compact,Coupe,31,22,3105,40350,False,False,False,False,False,False,False,True,False,True,False,2015 Audi TT Coupe
